Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"9,43","6,54","6,75","4,67","5,97","9,57","5,74","8,68","8,14","4,97","3,91","5,84","7,69","13,71","12,50","11,70","13,78"
P/VP,"1,75","1,07","1,10","0,88","1,10","1,18","1,07","1,48","1,28","0,86","0,77","1,18","1,32","2,07","2,06","1,98","2,59"
P/EBIT,"8,58","5,90","6,45","4,10","5,56","8,74","5,39","8,01","7,96","4,96","3,82","5,55","6,92","11,91","-4,82","-3,67","-4,30"
P/EBIT *,"586,92","141,11","120,77","52,86","53,47","102,91","316,62","267,52","230,92","371,07","159,68","124,19","64,96","101,69","-6,07","-5,47","-5,24"
PSR,"18,85","11,74","12,32","7,52","8,91","11,48","11,82","15,23","13,34","8,71","7,09","9,20","8,29","12,75","11,87","9,87","13,98"
P/Ativos,"1,40","0,84","0,86","0,66","0,85","0,93","0,88","1,24","1,03","0,69","0,63","0,95","1,05","1,59","0,19","0,19","0,28"
LPA,"1,47","1,32","1,20","1,22","1,09","0,63","0,92","0,84","0,73","0,73","0,79","0,71","0,51","0,40","0,43","0,39","0,39"
VPA,"7,91","8,07","7,40","6,49","5,88","5,11","4,93","4,92","4,63","4,26","4,00","3,50","2,95","2,68","2,62","2,33","2,07"
EBIT por ação,"1,62","1,46","1,26","1,39","1,17","0,69","0,98","0,91","0,74","0,73","0,81","0,74","0,56","0,47","-1,12","-1,26","-1,25"
EBIT por ação *,"0,02","0,06","0,07","0,11","0,12","0,06","0,02","0,03","0,03","0,01","0,02","0,03","0,06","0,05","-0,89","-0,84","-1,02"
Ativo por ação,"9,92","10,22","9,39","8,62","7,67","6,47","6,02","5,89","5,73","5,26","4,89","4,33","3,74","3,48","27,82","24,57","19,04"
Receita líquida por ação,"0,74","0,73","0,66","0,76","0,73","0,52","0,45","0,48","0,44","0,42","0,44","0,45","0,47","0,44","0,45","0,47","0,38"
Margem bruta,"24,37%","29,78%","32,20%","33,88%","35,18%","31,50%","25,76%","25,47%","26,06%","22,32%","23,62%","24,98%","29,50%","26,95%","35,63%","30,84%","22,54%"
Margem líquida,"200,63%","180,78%","189,33%","166,79%","162,68%","124,90%","211,04%","180,65%","166,29%","175,29%","184,11%","162,54%","113,65%","99,04%","105,36%","95,67%","110,47%"
Margem EBIT,"219,65%","199,00%","191,11%","183,47%","160,31%","131,36%","219,53%","190,25%","167,50%","175,55%","185,63%","165,76%","119,74%","107,04%","-246,21%","-268,78%","-325,03%"
Margem EBIT *,"3,21%","8,32%","10,20%","14,22%","16,66%","11,16%","3,73%","5,69%","5,78%","2,35%","4,44%","7,41%","12,76%","12,53%","-195,43%","-180,25%","-266,99%"
Margem EBITDA,"234,94%","213,95%","207,04%","193,54%","169,14%","142,02%","234,03%","205,60%","179,41%","189,31%","198,69%","178,73%","131,56%","118,41%","-217,65%","-246,16%","-297,53%"
Margem EBITDA *,"18,50%","23,27%","26,13%","24,30%","25,50%","21,82%","18,23%","21,04%","17,69%","16,11%","17,50%","20,37%","24,58%","23,90%","-166,86%","-157,63%","-239,50%"
Margem operacional,"198,68%","182,45%","186,58%","171,53%","162,06%","128,15%","214,26%","182,68%","163,19%","171,47%","183,75%","164,57%","118,19%","101,17%","130,17%","134,79%","179,32%"
ROE,"17,72%","15,67%","16,06%","18,49%","19,12%","12,11%","18,11%","16,72%","15,05%","16,21%","18,79%","19,32%","16,71%","14,80%","16,62%","17,26%","18,38%"
ROA,"0,15","0,13","0,13","0,15","0,15","0,10","0,16","0,15","0,13","0,14","0,16","0,17","0,14","0,12","0,02","0,02","0,02"
ROIC,"17,40%","15,41%","14,63%","17,51%","16,60%","11,51%","17,38%","16,46%","13,51%","14,62%","17,31%","17,93%","15,71%","14,04%","-6,09%","-8,14%","-10,49%"
ROIC *,"0,25%","0,64%","0,78%","1,36%","1,72%","0,98%","0,30%","0,49%","0,47%","0,20%","0,41%","0,80%","1,67%","1,64%","-4,84%","-5,46%","-8,61%"
Giro do ativo,"0,07","0,07","0,07","0,09","0,10","0,08","0,07","0,08","0,08","0,08","0,09","0,10","0,13","0,12","0,02","0,02","0,02"
EBIT *,265 mi,685 mi,753 mi,1.207 mi,1.361 mi,656 mi,187 mi,306 mi,287 mi,110 mi,217 mi,372 mi,675 mi,612 mi,-9.955 mi,-9.445 mi,-11.478 mi
EBITDA,19.380 mi,17.619 mi,15.286 mi,16.424 mi,13.819 mi,8.351 mi,11.720 mi,11.051 mi,8.915 mi,8.873 mi,9.706 mi,8.974 mi,6.958 mi,5.782 mi,-11.087 mi,-12.899 mi,-12.791 mi
EBITDA *,1.526 mi,1.916 mi,1.929 mi,2.062 mi,2.083 mi,1.283 mi,913 mi,1.131 mi,879 mi,755 mi,855 mi,1.023 mi,1.300 mi,1.167 mi,-8.500 mi,-8.260 mi,-10.296 mi
Liquidez corrente,"3,18","2,17","2,67","1,59","1,68","2,15","2,48","2,71","1,76","1,71","1,92","1,71","1,81","1,48","1,33","1,25","1,25"
Liquidez seca,"2,68","1,88","2,34","1,37","1,43","1,90","2,15","2,37","1,50","1,47","1,62","1,46","1,55","1,26","1,32","1,25","1,24"
Liquidez imediata,"1,13","0,84","1,25","0,61","0,67","0,77","0,92","1,03","0,37","0,66","0,68","0,58","0,53","0,39","0,03","0,03","0,04"
Dívida bruta,10.785 mi,11.112 mi,10.772 mi,12.047 mi,8.884 mi,5.701 mi,4.155 mi,4.071 mi,4.756 mi,3.712 mi,3.098 mi,3.025 mi,2.764 mi,3.221 mi,0 mi,0 mi,0 mi
